source,model_name,method,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,n,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,end,low,unknown,13,0.46153846153846156,0.5230769230769231,0.46153846153846156,0.5230769230769231,0.46153846153846156,0.5230769230769231,0.6923076923076923,0.4230769230769231,0.5128205128205128,0.6923076923076923
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,end,medium,unknown,5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,0.32,0.8
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,front,low,unknown,6,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.8,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,front,medium,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.3125,0.4238095238095238,0.75
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,middle,low,unknown,8,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.4375,0.5416666666666666,0.75
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,middle,medium,unknown,8,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.21875,0.33333333333333337,0.75
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,scattered,low,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.4375,0.5833333333333333,0.875
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,16000,scattered,medium,unknown,14,0.5,0.5,0.5,0.5,0.5,0.5,0.6428571428571429,0.16071428571428573,0.2571428571428572,0.6428571428571429
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,end,low,unknown,12,0.5833333333333334,0.6166666666666667,0.5833333333333334,0.6309523809523809,0.5833333333333334,0.6166666666666667,0.9166666666666666,0.4583333333333333,0.611111111111111,0.9166666666666666
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,end,medium,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.40625,0.5666666666666667,1.0
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,front,low,unknown,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.7777777777777778
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,front,medium,unknown,11,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.9090909090909091,0.36363636363636365,0.5021645021645021,0.9090909090909091
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,middle,low,unknown,8,0.75,0.78125,0.75,0.78125,0.75,0.78125,1.0,0.5625,0.7083333333333333,1.0
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,middle,medium,unknown,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.3888888888888889,0.5312169312169313,1.0
2wikimultihopqa,gemma3:12b,retrieve_then_read,comparison,4000,scattered,high,unknown,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
